gross,previous_week_gross,movie,previous_week_theaters,actor5,actor3,actor4,actor2,actor1,distributor,genre,release_type,runtime,rating,day,year,date,month,days
1,0.925044007133009,0.489785913295686,0.479214338761877,0.460061302717455,0.454408037995365,0.449289486433525,0.426177689131063,0.404609921466203,0.264071093365074,0.24771374011998,0.191640080750705,0.152868329471157,0.126193341595606,0.0382062931885368,0.0268214772176285,0.0259743500681839,0.0101397113843234,0.00171375797246618
